Unnamed: 1,station_id,bikes
08:50:00,二食堂,11
11:10:00,二食堂,
12:20:00,二食堂,137
13:50:00,二食堂,
18:00:00,二食堂,68
21:20:00,二食堂,
23:00:00,二食堂,125
09:00:00,二食堂,
12:00:00,二食堂,58
15:00:00,二食堂,
18:00:00,二食堂,55
21:00:00,二食堂,
09:00:00,二食堂,43
12:00:00,二食堂,
15:00:00,二食堂,10
18:00:00,二食堂,
21:00:00,二食堂,53
07:30:00,三食堂,
08:50:00,三食堂,
11:10:00,三食堂,11.0
12:20:00,三食堂,
13:50:00,三食堂,
18:00:00,三食堂,65.0
21:20:00,三食堂,
23:00:00,三食堂,
07:30:00,三食堂,
08:50:00,三食堂,7.0
11:10:00,三食堂,
12:20:00,三食堂,
13:50:00,三食堂,
18:00:00,三食堂,58.0
21:20:00,三食堂,
23:00:00,三食堂,
07:30:00,三食堂,
08:50:00,三食堂,
11:10:00,三食堂,16.0
12:20:00,三食堂,
13:50:00,三食堂,12.0
18:00:00,三食堂,
21:20:00,三食堂,57.0
23:00:00,三食堂,123.0
09:00:00,三食堂,47.0
12:00:00,三食堂,66.0
15:00:00,三食堂,12.0
18:00:00,三食堂,52.0
21:00:00,三食堂,
09:00:00,三食堂,
12:00:00,三食堂,
15:00:00,三食堂,
18:00:00,三食堂,
21:00:00,三食堂,47.0
07:30:00,梅苑1栋,97.0
08:50:00,梅苑1栋,6.0
11:10:00,梅苑1栋,15.0
12:20:00,梅苑1栋,93.0
13:50:00,梅苑1栋,19.0
18:00:00,梅苑1栋,
21:20:00,梅苑1栋,8.0
23:00:00,梅苑1栋,113.0
07:30:00,梅苑1栋,
08:50:00,梅苑1栋,11.0
11:10:00,梅苑1栋,
12:20:00,梅苑1栋,
13:50:00,梅苑1栋,19.0
18:00:00,梅苑1栋,
21:20:00,梅苑1栋,7.0
23:00:00,梅苑1栋,143.0
07:30:00,梅苑1栋,
08:50:00,梅苑1栋,11.0
11:10:00,梅苑1栋,23.0
12:20:00,梅苑1栋,
13:50:00,梅苑1栋,22.0
18:00:00,梅苑1栋,67.0
21:20:00,梅苑1栋,9.0
23:00:00,梅苑1栋,
09:00:00,梅苑1栋,106.0
12:00:00,梅苑1栋,
15:00:00,梅苑1栋,28.0
18:00:00,梅苑1栋,
21:00:00,梅苑1栋,119.0
09:00:00,梅苑1栋,
12:00:00,梅苑1栋,52.0
15:00:00,梅苑1栋,
18:00:00,梅苑1栋,25.0
21:00:00,梅苑1栋,
07:30:00,菊苑1栋,103.0
08:50:00,菊苑1栋,
11:10:00,菊苑1栋,59.0
12:20:00,菊苑1栋,
13:50:00,菊苑1栋,62.0
18:00:00,菊苑1栋,
21:20:00,菊苑1栋,
23:00:00,菊苑1栋,
07:30:00,菊苑1栋,106.0
08:50:00,菊苑1栋,
11:10:00,菊苑1栋,
12:20:00,菊苑1栋,91.0
13:50:00,菊苑1栋,86.0
18:00:00,菊苑1栋,
21:20:00,菊苑1栋,65.0
23:00:00,菊苑1栋,
07:30:00,菊苑1栋,97.0
08:50:00,菊苑1栋,
11:10:00,菊苑1栋,
12:20:00,菊苑1栋,72.0
13:50:00,菊苑1栋,52.0
18:00:00,菊苑1栋,
21:20:00,菊苑1栋,
23:00:00,菊苑1栋,126.0
09:00:00,菊苑1栋,93.0
12:00:00,菊苑1栋,66.0
15:00:00,菊苑1栋,
18:00:00,菊苑1栋,
21:00:00,菊苑1栋,118.0
09:00:00,菊苑1栋,
12:00:00,菊苑1栋,
15:00:00,菊苑1栋,
18:00:00,菊苑1栋,
21:00:00,菊苑1栋,
07:30:00,教学2楼,
08:50:00,教学2楼,
11:10:00,教学2楼,200+
12:20:00,教学2楼,18
13:50:00,教学2楼,
18:00:00,教学2楼,33
21:20:00,教学2楼,104
23:00:00,教学2楼,
07:30:00,教学2楼,
08:50:00,教学2楼,200+
11:10:00,教学2楼,
12:20:00,教学2楼,13
13:50:00,教学2楼,
18:00:00,教学2楼,
21:20:00,教学2楼,109
23:00:00,教学2楼,30
07:30:00,教学2楼,19
08:50:00,教学2楼,200+
11:10:00,教学2楼,
12:20:00,教学2楼,30
13:50:00,教学2楼,
18:00:00,教学2楼,38
21:20:00,教学2楼,118
23:00:00,教学2楼,
09:00:00,教学2楼,
12:00:00,教学2楼,50
15:00:00,教学2楼,
18:00:00,教学2楼,
21:00:00,教学2楼,31
09:00:00,教学2楼,32
12:00:00,教学2楼,
15:00:00,教学2楼,82
18:00:00,教学2楼,3
21:00:00,教学2楼,
07:30:00,教学4楼,
08:50:00,教学4楼,157.0
11:10:00,教学4楼,
12:20:00,教学4楼,
13:50:00,教学4楼,136.0
18:00:00,教学4楼,
21:20:00,教学4楼,81.0
23:00:00,教学4楼,22.0
07:30:00,教学4楼,26.0
08:50:00,教学4楼,
11:10:00,教学4楼,120.0
12:20:00,教学4楼,
13:50:00,教学4楼,138.0
18:00:00,教学4楼,
21:20:00,教学4楼,
23:00:00,教学4楼,13.0
07:30:00,教学4楼,34.0
08:50:00,教学4楼,119.0
11:10:00,教学4楼,
12:20:00,教学4楼,
13:50:00,教学4楼,139.0
18:00:00,教学4楼,
21:20:00,教学4楼,
23:00:00,教学4楼,24.0
09:00:00,教学4楼,34.0
12:00:00,教学4楼,
15:00:00,教学4楼,83.0
18:00:00,教学4楼,6.0
21:00:00,教学4楼,
09:00:00,教学4楼,
12:00:00,教学4楼,
15:00:00,教学4楼,
18:00:00,教学4楼,
21:00:00,教学4楼,31.0
07:30:00,计算机学院,3.0
08:50:00,计算机学院,
11:10:00,计算机学院,57.0
12:20:00,计算机学院,6.0
13:50:00,计算机学院,
18:00:00,计算机学院,59.0
21:20:00,计算机学院,
23:00:00,计算机学院,17.0
07:30:00,计算机学院,4.0
08:50:00,计算机学院,
11:10:00,计算机学院,
12:20:00,计算机学院,6.0
13:50:00,计算机学院,83.0
18:00:00,计算机学院,
21:20:00,计算机学院,47.0
23:00:00,计算机学院,
07:30:00,计算机学院,0.0
08:50:00,计算机学院,48.0
11:10:00,计算机学院,
12:20:00,计算机学院,10.0
13:50:00,计算机学院,76.0
18:00:00,计算机学院,38.0
21:20:00,计算机学院,
23:00:00,计算机学院,
09:00:00,计算机学院,8.0
12:00:00,计算机学院,
15:00:00,计算机学院,24.0
18:00:00,计算机学院,
21:00:00,计算机学院,7.0
09:00:00,计算机学院,
12:00:00,计算机学院,12.0
15:00:00,计算机学院,
18:00:00,计算机学院,11.0
21:00:00,计算机学院,
07:30:00,工程中心,
08:50:00,工程中心,49.0
11:10:00,工程中心,
12:20:00,工程中心,2.0
13:50:00,工程中心,70.0
18:00:00,工程中心,
21:20:00,工程中心,72.0
23:00:00,工程中心,
07:30:00,工程中心,
08:50:00,工程中心,46.0
11:10:00,工程中心,61.0
12:20:00,工程中心,1.0
13:50:00,工程中心,
18:00:00,工程中心,
21:20:00,工程中心,83.0
23:00:00,工程中心,57.0
07:30:00,工程中心,
08:50:00,工程中心,63.0
11:10:00,工程中心,
12:20:00,工程中心,4.0
13:50:00,工程中心,
18:00:00,工程中心,
21:20:00,工程中心,
23:00:00,工程中心,42.0
09:00:00,工程中心,
12:00:00,工程中心,38.0
15:00:00,工程中心,
18:00:00,工程中心,29.0
21:00:00,工程中心,43.0
09:00:00,工程中心,
12:00:00,工程中心,
15:00:00,工程中心,68.0
18:00:00,工程中心,
21:00:00,工程中心,55.0
07:30:00,网球场,12.0
08:50:00,网球场,22.0
11:10:00,网球场,
12:20:00,网球场,
13:50:00,网球场,19.0
18:00:00,网球场,
21:20:00,网球场,
23:00:00,网球场,16.0
07:30:00,网球场,
08:50:00,网球场,17.0
11:10:00,网球场,15.0
12:20:00,网球场,
13:50:00,网球场,9.0
18:00:00,网球场,48.0
21:20:00,网球场,
23:00:00,网球场,15.0
07:30:00,网球场,5.0
08:50:00,网球场,
11:10:00,网球场,18.0
12:20:00,网球场,1.0
13:50:00,网球场,
18:00:00,网球场,
21:20:00,网球场,
23:00:00,网球场,
09:00:00,网球场,37.0
12:00:00,网球场,
15:00:00,网球场,
18:00:00,网球场,37.0
21:00:00,网球场,2.0
09:00:00,网球场,
12:00:00,网球场,
15:00:00,网球场,30.0
18:00:00,网球场,
21:00:00,网球场,
07:30:00,体育馆,
08:50:00,体育馆,3.0
11:10:00,体育馆,
12:20:00,体育馆,3.0
13:50:00,体育馆,
18:00:00,体育馆,45.0
21:20:00,体育馆,4.0
23:00:00,体育馆,
07:30:00,体育馆,
08:50:00,体育馆,
11:10:00,体育馆,0.0
12:20:00,体育馆,
13:50:00,体育馆,2.0
18:00:00,体育馆,31.0
21:20:00,体育馆,
23:00:00,体育馆,
07:30:00,体育馆,
08:50:00,体育馆,1.0
11:10:00,体育馆,
12:20:00,体育馆,
13:50:00,体育馆,7.0
18:00:00,体育馆,26.0
21:20:00,体育馆,
23:00:00,体育馆,
09:00:00,体育馆,
12:00:00,体育馆,14.0
15:00:00,体育馆,37.0
18:00:00,体育馆,67.0
21:00:00,体育馆,
09:00:00,体育馆,34.0
12:00:00,体育馆,
15:00:00,体育馆,
18:00:00,体育馆,
21:00:00,体育馆,9.0
07:30:00,校医院,11.0
08:50:00,校医院,
11:10:00,校医院,25.0
12:20:00,校医院,
13:50:00,校医院,35.0
18:00:00,校医院,
21:20:00,校医院,
23:00:00,校医院,13.0
07:30:00,校医院,
08:50:00,校医院,
11:10:00,校医院,
12:20:00,校医院,3.0
13:50:00,校医院,
18:00:00,校医院,6.0
21:20:00,校医院,8.0
23:00:00,校医院,11.0
07:30:00,校医院,
08:50:00,校医院,27.0
11:10:00,校医院,
12:20:00,校医院,
13:50:00,校医院,
18:00:00,校医院,
21:20:00,校医院,
23:00:00,校医院,8.0
09:00:00,校医院,6.0
12:00:00,校医院,
15:00:00,校医院,2.0
18:00:00,校医院,
21:00:00,校医院,1.0
09:00:00,校医院,
12:00:00,校医院,
15:00:00,校医院,
18:00:00,校医院,3.0
21:00:00,校医院,1.0
